Model,Sampling Ratio,Precision,Recall,F1-score,Cohen's Kappa,ROC-AUC,PRC-AUC,Confusion Matrix
KNN,0.99,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998017491359962,0.9997372027951283,"[[39668     0]
 [   10 20169]]"
KNN,0.8,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998017491359962,0.9997372027951283,"[[39668     0]
 [   10 20169]]"
KNN,0.5,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997769833940052,0.9997043703381028,"[[39668     0]
 [   10 20169]]"
KNN,0.3,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
KNN,0.2,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
KNN,0.1,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
KNN,0.05,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
KNN,0.01,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
KNN,0.005,1.0,0.9989593141384607,0.999479386171505,0.9992147593406641,0.9997519740422643,0.9996715280572163,"[[39668     0]
 [   21 20158]]"
KNN,0.002,1.0,0.9952425789186778,0.9976156177040385,0.9964070471333545,0.9997496160248104,0.9996642611754609,"[[39668     0]
 [   96 20083]]"
KNN,0.001,0.999602721358693,0.9975221765201447,0.998561365214803,0.9978306853654358,0.9997412851959934,0.9996501217585501,"[[39660     8]
 [   50 20129]]"
XGBoost,0.99,1.0,0.999553991773626,0.9997769461448859,0.9996635174559386,0.9998705095495946,0.9998776427603321,"[[39668     0]
 [    9 20170]]"
XGBoost,0.8,1.0,0.999553991773626,0.9997769461448859,0.9996635174559386,0.9998766085383154,0.9998769034124518,"[[39668     0]
 [    9 20170]]"
XGBoost,0.5,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998021014331734,0.9998273156476546,"[[39668     0]
 [   10 20169]]"
XGBoost,0.3,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998495178848109,0.9998357070268402,"[[39668     0]
 [   10 20169]]"
XGBoost,0.2,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998151995174097,0.9998224525834488,"[[39668     0]
 [   10 20169]]"
XGBoost,0.1,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997324540302279,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
XGBoost,0.05,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997747359378996,0.999719957009096,"[[39668     0]
 [   10 20169]]"
XGBoost,0.01,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997645043283906,0.9997154572489275,"[[39668     0]
 [   10 20169]]"
XGBoost,0.005,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997390190006761,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
XGBoost,0.002,0.9820811218775868,0.999504435304029,0.9907161803713527,0.9859305981463357,0.9950986143012676,0.9817615298981919,"[[39300   368]
 [   10 20169]]"
XGBoost,0.001,0.9820811218775868,0.999504435304029,0.9907161803713527,0.9859305981463357,0.9951407837736698,0.9818111831956591,"[[39300   368]
 [   10 20169]]"
CatBoost,0.99,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9999092022736131,0.9998854182985929,"[[39668     0]
 [   10 20169]]"
CatBoost,0.8,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9999072196650305,0.9998766464634529,"[[39668     0]
 [   10 20169]]"
CatBoost,0.5,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998727632521043,0.9998483086542739,"[[39668     0]
 [   10 20169]]"
CatBoost,0.3,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.999803242651157,0.9998114125059848,"[[39668     0]
 [   10 20169]]"
CatBoost,0.2,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998764405100518,0.999862739070615,"[[39668     0]
 [   10 20169]]"
CatBoost,0.1,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997693090622333,0.9997867949683168,"[[39668     0]
 [   10 20169]]"
CatBoost,0.05,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997765761284741,0.999791507753425,"[[39668     0]
 [   10 20169]]"
CatBoost,0.01,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998048404812624,0.9998013883041691,"[[39668     0]
 [   10 20169]]"
CatBoost,0.005,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.99978008848136,0.9997906508718761,"[[39668     0]
 [   10 20169]]"
CatBoost,0.002,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998007328460894,0.9998080551305157,"[[39668     0]
 [   10 20169]]"
CatBoost,0.001,0.9820811218775868,0.999504435304029,0.9907161803713527,0.9859305981463357,0.9997282545729185,0.9997489905233716,"[[39300   368]
 [   10 20169]]"
LightGBM,0.99,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998643056212893,0.9997586186272083,"[[39668     0]
 [   10 20169]]"
LightGBM,0.8,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998768446523809,0.9997741471373802,"[[39668     0]
 [   10 20169]]"
LightGBM,0.5,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997729432199941,0.999703608452995,"[[39668     0]
 [   10 20169]]"
LightGBM,0.3,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9998523381361499,0.9998075770284804,"[[39668     0]
 [   10 20169]]"
LightGBM,0.2,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997752781257538,0.9997037086812262,"[[39668     0]
 [   10 20169]]"
LightGBM,0.1,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
LightGBM,0.05,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997522176520145,0.9996715280572163,"[[39668     0]
 [   10 20169]]"
LightGBM,0.01,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997183933751581,0.9996980899181022,"[[39668     0]
 [   10 20169]]"
LightGBM,0.005,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.9997202847862442,0.9997154280033859,"[[39668     0]
 [   10 20169]]"
LightGBM,0.002,1.0,0.999504435304029,0.9997521562407059,0.9996261259547006,0.999783224800734,0.9997498607990627,"[[39668     0]
 [   10 20169]]"
LightGBM,0.001,1.0,0.9900887060805789,0.9950196722944369,0.992505181564835,0.9996086571769334,0.9993643359661775,"[[39668     0]
 [  200 19979]]"
