Model,Sampling Ratio,Precision,Recall,F1-score,Cohen's Kappa,Confusion Matrix
DBSCAN,0.99,0.3371764666566411,1.0,0.5043110988928599,0.0,"[[    0 39668]
 [    0 20179]]"
