num_samples,query_ids,Precision,Recall,F1-score,Kappa
0,[],1.0,0.9902373754893702,0.9950947436567814,0.9926178741008779
1,[198470],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
2,[199154],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
3,[197184],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
4,[198767],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
5,[197137],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
6,[199037],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
7,[197405],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
8,[246795],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
9,[199754],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
10,[245710],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
11,[197839],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
12,[246396],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
13,[246897],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
14,[197783],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
15,[198893],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
16,[196668],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
17,[246891],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
18,[246879],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
19,[246860],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
20,[246276],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
21,[246692],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
22,[197603],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
23,[199381],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
24,[246683],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
25,[246693],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
26,[201095],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
27,[197591],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
28,[201075],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
29,[197590],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
30,[203192],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
31,[197597],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
32,[203342],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
33,[246694],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
34,[199393],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
35,[197595],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
36,[199359],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
37,[246668],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
38,[246679],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
39,[195819],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
40,[197605],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
41,[199354],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
42,[197570],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
43,[199382],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
44,[247033],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
45,[247118],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
46,[199287],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
47,[192098],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
48,[78361],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
49,[78343],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
50,[246708],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
51,[197768],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
52,[203038],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
53,[202775],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
54,[201348],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
55,[246835],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
56,[197663],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
57,[200935],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
58,[246845],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
59,[201026],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
60,[197473],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
61,[201041],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
62,[199279],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
63,[146856],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
64,[249313],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
65,[249334],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
66,[147353],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
67,[247388],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
68,[247391],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
69,[247385],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
70,[146946],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
71,[181667],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
72,[147031],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
73,[148424],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
74,[289326],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
75,[40179],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
76,[263600],1.0,0.999504435304029,0.9997521562407059,0.9996261259547006
