num_samples,query_ids,Precision,Recall,F1-score,Kappa
0,[],0.0,0.0,0.0,0.0
1,[219],1.0,0.010309278350515464,0.020408163265306124,0.020376022860111753
2,[186],0.9,0.8350515463917526,0.8663101604278075,0.866102960359091
3,[58],0.9523809523809523,0.41237113402061853,0.5755395683453236,0.5751267948051577
4,[77],0.9523809523809523,0.41237113402061853,0.5755395683453236,0.5751267948051577
5,[225],0.9523809523809523,0.41237113402061853,0.5755395683453236,0.5751267948051577
6,[232],0.9433962264150944,0.5154639175257731,0.6666666666666666,0.6662875481125117
7,[286],0.9516129032258065,0.6082474226804123,0.742138364779874,0.7418146636949848
8,[360],0.9302325581395349,0.8247422680412371,0.8743169398907104,0.8741267450020576
9,[32],0.948051948051948,0.7525773195876289,0.8390804597701149,0.8388511689575245
10,[419],0.9523809523809523,0.8247422680412371,0.883977900552486,0.8838045169693327
11,[462],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
12,[465],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
13,[31],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
14,[468],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
15,[34],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
16,[467],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
17,[1001],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
18,[858],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
19,[1004],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
20,[1112],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
21,[1174],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
22,[498],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
23,[304],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
24,[1],0.9518072289156626,0.8144329896907216,0.8777777777777778,0.8775963022190485
25,[66],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
26,[62],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
27,[65],0.9529411764705882,0.8350515463917526,0.8901098901098902,0.8899446266631792
