num_samples,query_ids,Precision,Recall,F1-score,Kappa
0,[],1.0,0.15918367346938775,0.2746478873239437,0.2729761913663342
5,"[63407, 199685, 475, 220819, 54638]",1.0,0.15918367346938775,0.2746478873239437,0.2729761913663342
10,"[106622, 106508, 106520, 107700, 106486]",1.0,0.1673469387755102,0.2867132867132867,0.2849970069755794
15,"[235835, 123989, 151911, 145477, 203037]",1.0,0.1673469387755102,0.2867132867132867,0.2849970069755794
20,"[107677, 106427, 106534, 106510, 106507]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
25,"[246153, 253623, 30942, 86019, 220094]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
30,"[85077, 13737, 8490, 3955, 95855]",1.0,0.16938775510204082,0.28970331588132636,0.28797636385657677
35,"[3950, 22335, 3965, 8454, 3969]",1.0,0.16938775510204082,0.28970331588132636,0.28797636385657677
40,"[2813, 8429, 8448, 2812, 107536]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
45,"[106450, 106639, 106646, 106641, 106532]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
50,"[107692, 106464, 106525, 106538, 106604]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
55,"[106435, 106454, 106456, 107705, 106529]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
60,"[107714, 106652, 106645, 107559, 107585]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
65,"[244254, 261619, 13070, 258507, 136036]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
70,"[106437, 3976, 3974, 2816, 2815]",1.0,0.17551020408163265,0.2986111111111111,0.2968532509127555
75,"[107730, 107729, 107532, 106665, 106664]",1.0,0.17755102040816326,0.30155979202772965,0.29979199294554826
80,"[3973, 2817, 1685, 3978, 3977]",1.0,0.17755102040816326,0.30155979202772965,0.29979199294554826
85,"[1686, 143006, 139625, 130813, 107450]",1.0,0.17755102040816326,0.30155979202772965,0.29979199294554826
90,"[107459, 107452, 107456, 106290, 107453]",1.0,0.2938775510204082,0.4542586750788644,0.4521752529484684
95,"[107510, 107509, 107507, 106309, 107505]",1.0,0.32040816326530613,0.4853168469860896,0.4832171051857047
100,"[107738, 107737, 107739, 107741, 107742]",0.7296137339055794,0.3469387755102041,0.4702627939142462,0.46738877028385983
105,"[106438, 146796, 148034, 147811, 147794]",0.20389048991354466,0.5775510204081633,0.30138445154419596,0.29263053139051365
110,"[138588, 186761, 156124, 211842, 159707]",1.0,0.32653061224489793,0.4923076923076923,0.49020651209932853
115,"[107744, 15527, 15534, 15530, 223662]",0.9764705882352941,0.33877551020408164,0.503030303030303,0.500877648206484
120,"[106700, 106701, 106694, 106699, 106691]",0.85,0.3816326530612245,0.5267605633802817,0.5242924405069465
125,"[104775, 104773, 24137, 24135, 223670]",0.8744186046511628,0.3836734693877551,0.5333333333333333,0.5309381328934311
130,"[224085, 223732, 224073, 224235, 224032]",0.5835351089588378,0.49183673469387756,0.5337763012181617,0.5301783295609483
135,"[147156, 106975, 107018, 107187, 106989]",0.7027027027027027,0.5306122448979592,0.6046511627906977,0.6017824567133092
140,"[223949, 162028, 161609, 223903, 162041]",0.7331606217616581,0.5775510204081633,0.6461187214611873,0.643488336376888
145,"[147222, 147383, 147753, 147220, 223940]",0.8039772727272727,0.5775510204081633,0.672209026128266,0.6698983415269566
150,"[147229, 147223, 147224, 147216, 147219]",0.9453924914675768,0.5653061224489796,0.7075351213282248,0.7056910756199939
155,"[106753, 106756, 106751, 106740, 106755]",1.0,0.4775510204081633,0.6464088397790055,0.644484872114696
160,"[223937, 223938, 107752, 107781, 107749]",1.0,0.5244897959183673,0.6880856760374833,0.6862784215790374
165,"[223647, 223642, 223646, 223620, 223597]",0.9847908745247148,0.5285714285714286,0.6879150066401063,0.6860791306053858
170,"[147192, 147204, 147202, 147203, 147199]",1.0,0.6163265306122448,0.7626262626262627,0.761100951022506
175,"[107890, 107895, 106396, 106326, 107922]",1.0,0.8428571428571429,0.9147286821705426,0.9140706208460642
180,"[223346, 223339, 223355, 223336, 223354]",0.7104825291181365,0.8714285714285714,0.7827681026581119,0.7807457347552365
185,"[222490, 221978, 222021, 222505, 221967]",0.7188552188552189,0.8714285714285714,0.7878228782287823,0.7858580649824842
190,"[275225, 275226, 275222, 275170, 275172]",0.7311643835616438,0.8714285714285714,0.7951582867783984,0.7932761046843476
195,"[195535, 106353, 106340, 106350, 106346]",0.7311643835616438,0.8714285714285714,0.7951582867783984,0.7932761046843476
200,"[224860, 224849, 224861, 268395, 256096]",0.7311643835616438,0.8714285714285714,0.7951582867783984,0.7932761046843476
205,"[146893, 146894, 223274, 224813, 224854]",0.7387543252595156,0.8714285714285714,0.7996254681647941,0.7977930905862993
210,"[224865, 224864, 224862, 224631, 224795]",0.7721518987341772,0.8714285714285714,0.8187919463087248,0.8171688156263407
215,"[106347, 224707, 223273, 224629, 224624]",0.7803992740471869,0.8775510204081632,0.8261287223823247,0.8245739842114784
220,"[106718, 106711, 106710, 106719, 106716]",0.7815884476534296,0.8836734693877552,0.8295019157088123,0.8279734093840203
225,"[224867, 224871, 224618, 223272, 224620]",0.7801801801801802,0.8836734693877552,0.8287081339712918,0.8271712000390644
230,"[224622, 224607, 224598, 224617, 224594]",0.7815884476534296,0.8836734693877552,0.8295019157088123,0.8279734093840203
235,"[197044, 197039, 197041, 197037, 197042]",0.7815884476534296,0.8836734693877552,0.8295019157088123,0.8279734093840203
240,"[106726, 106724, 106728, 106725, 224327]",0.856,0.8734693877551021,0.8646464646464647,0.8634920679125375
245,"[224876, 224877, 224896, 224882, 224889]",0.9976689976689976,0.8734693877551021,0.9314472252448314,0.9309071712958983
250,"[223304, 223306, 223303, 223313, 223309]",0.9532293986636972,0.8734693877551021,0.9116080937167199,0.9108946711908916
255,"[224906, 224910, 224927, 224911, 224634]",0.9953488372093023,0.8734693877551021,0.9304347826086956,0.9298860669552241
260,"[224950, 224963, 224956, 223297, 224935]",0.9771689497716894,0.8734693877551021,0.9224137931034483,0.9217957498322716
265,"[224970, 224973, 224975, 224972, 224644]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
270,"[257122, 224452, 224451, 224446, 223263]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
275,"[224599, 224605, 224606, 224601, 224454]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
280,"[224444, 224432, 224637, 148129, 148128]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
285,"[224623, 224459, 224494, 224465, 224492]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
290,"[224638, 224610, 224612, 224611, 224615]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
295,"[273036, 273040, 273038, 273037, 273039]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
300,"[273152, 267966, 262752, 267963, 255664]",0.9839080459770115,0.8734693877551021,0.9254054054054054,0.9248133660758004
